Título,Autores,Año,Journal,DOI,URL,Fuente
"A deep learning framework assisted echocardiography with diagnosis, lesion localization, phenogrouping heterogeneous disease, and anomaly detection","Bohan Liu, Hao Chang, Dong Yang, Feifei Yang, Qiushuang Wang, Yujiao Deng, Lijun Li, Wenqing Lv, Bo Zhang, Liheng Yu, D. Burkhoff, K. He",2023,Scientific Reports,10.1038/s41598-022-27211-w,https://www.semanticscholar.org/paper/4377cfe1cb03da7d85b3102878c5a17f3ea30e1f,Semantic Scholar
Perfect Match: Radiomics and Artificial Intelligence in Cardiac Imaging,"Bettina Baeßler, Sandy Engelhardt, Amar Hekalo, A. Hennemuth, M. Hüllebrand, Ann Laube, C. Scherer, Malte Tölle, T. Wech",2024,Circulation: Cardiovascular Imaging,10.1161/CIRCIMAGING.123.015490,https://www.semanticscholar.org/paper/ea4295d344fa7c2f0734a631f85143681f49e945,Semantic Scholar
A deep learning-based method for pediatric congenital heart disease detection with seven standard views in echocardiography,"Xusheng Jiang, Jin Yu, Jingjing Ye, Weijie Jia, Weize Xu, Qiang Shu",2023,World Journal of Pediatric Surgery,10.1136/wjps-2023-000580,https://www.semanticscholar.org/paper/7f1dc3e6a6c4a0d8b0eca0cf54a90884f5e56ac9,Semantic Scholar
Machine Learning Models for Advancing Heart Disease Prediction and Diagnosis,"Santosh Reddy, Kruthi K Shetty, Apeksha G S",2025,2025 3rd International Conference on Intelligent Data Communication Technologies and Internet of Things (IDCIoT),10.1109/IDCIOT64235.2025.10915036,https://www.semanticscholar.org/paper/2852e6463b45bfcd27e2e5c725ec9a103b64c200,Semantic Scholar
"Revolutionizing agriculture with artificial intelligence: plant disease detection methods, applications, and their limitations","Abbas Jafar, Nabila Bibi, R. A. Naqvi, Abolghasem Sadeghi-Niaraki, Daesik Jeong",2024,Frontiers in Plant Science,10.3389/fpls.2024.1356260,https://www.semanticscholar.org/paper/af484288f4cc2c8b26d5a8b9cec5db337427c436,Semantic Scholar
Advancements and Challenges in Heart disease Prediction Model: A Survey,"Mohammed Irshad, E.Syed Mohamed",2024,2024 2nd International Conference on Self Sustainable Artificial Intelligence Systems (ICSSAS),10.1109/ICSSAS64001.2024.10760377,https://www.semanticscholar.org/paper/9272a2d9b4a2951c194143fa8ec255cfe173fc04,Semantic Scholar
"Cardiovascular Applications of Artificial Intelligence in Research, Diagnosis, and Disease Management","V. Rajagopalan, Houwei Cao",2022,Biomedical and Business Applications Using Artificial Neural Networks and Machine Learning,10.4018/978-1-7998-8455-2.ch004,https://www.semanticscholar.org/paper/2563eb8344d6a7efcd2bd5b72d7522651cde4657,Semantic Scholar
Early Detection: Deep Learning-Driven ECG Image Analysis Forcardiovascular Screening,"J. Jeny, K. Nikhil Goud, Divya Sai Leela Amrutha, Kishore Azmira",2024,2024 4th International Conference on Soft Computing for Security Applications (ICSCSA),10.1109/ICSCSA64454.2024.00069,https://www.semanticscholar.org/paper/4d46d634e30002e42e2c13bbf660ca10977c27c3,Semantic Scholar
AI-Based Heart Disease Detection Models improved the accuracy rate of diagnosis,"Madhumita Pal, Ahmed Mahal, Smita Parija, Ganapati Panda, Soumya R. Barik, R. Mohapatra",2024,2024 Intelligent Systems and Machine Learning Conference (ISML),10.1109/ISML60050.2024.11007388,https://www.semanticscholar.org/paper/99997c9ad642e030e657384c35b7ff8cb6c75aa7,Semantic Scholar
Deep Learning Based Classification for Alzheimer's Disease Detection Using MRI Images,"Seda Nur Polater, Onur Sevli",2024,Turkish Journal of Engineering,10.31127/tuje.1434866,https://www.semanticscholar.org/paper/80fe2ba0247e3767b4093b46729cf40a2f8c3da2,Semantic Scholar
Early disease detection and intervention in healthcare using machine learning and big data analytics: use case brain tumor,"Kassimi Dounya, Sefrani Habiba, Samad Khawla, K. Okba, Meftah Zouai, Soumia Hammadi",2024,STUDIES IN ENGINEERING AND EXACT SCIENCES,10.54021/seesv5n2-791,https://www.semanticscholar.org/paper/09784b8e4cb33a513d4f1488e7094973aff0e3f1,Semantic Scholar
"The Role of Artificial Intelligence and Machine Learning in the Assessment, Diagnosis, and Prediction of Cerebral Small Vessel Disease","Ali Al Askar, Divya Buchireddygari, Bose Venkata Sai Ridhira Middi, Shivram Ravishankar, Iosif Namidis, Milko Garcés, Lulu S Chamayi, Ee Tienne Ong, Muhammad Abdul-Muizz, Renata A Dias, Vishal Babu, Ramsha Ali",2025,Cureus,10.7759/cureus.93376,https://www.semanticscholar.org/paper/409cd1fa2f89ebed18c2490608e770cd16896074,Semantic Scholar
Advancing Clinical Decision-Making using Artificial Intelligence and Machine Learning for Accurate Disease Diagnosis,"Rahul Gupta, Tapankumar A. Kakani, Jagadeesh Vedula, Muneeruddin Mohammed, Karim Hudani, N. Yuvaraj",2025,2025 6th International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),10.1109/ICICV64824.2025.11085548,https://www.semanticscholar.org/paper/50a35e5a79bdbbd2113b7343e11f6faecfb62795,Semantic Scholar
Chicken Disease Detection: A Deep Learning Approach,Goldy Verma,2024,2024 Second International Conference on Intelligent Cyber Physical Systems and Internet of Things (ICoICI),10.1109/ICoICI62503.2024.10696687,https://www.semanticscholar.org/paper/a3be636ba851ab30a935cd81124926076a84edcd,Semantic Scholar
Machine learning based hybrid anomaly detection technique for automatic diagnosis of cardiovascular diseases using cardiac sympathetic nerve activity and electrocardiogram,"M. B. Terzi, O. Arıkan",2023,Biomedical Engineering / Biomedizinische Technik,10.1515/bmt-2022-0406,https://www.semanticscholar.org/paper/ff0bce9cb37bf769cb13caa44686571aae4e84ee,Semantic Scholar
The Role of Artificial Intelligence in Early Disease Detection: A Review of Current Applications,"Ralph Shad, Brown Klinton, Kaledio Potter",2025,FMDB Transactions on Sustainable Health Science Letters,10.69888/ftshsl.2025.000361,https://www.semanticscholar.org/paper/8c9a1c3432fe4da1fa5d7e3524d05eb86d741e70,Semantic Scholar
Detection of Cardiovascular Disease with Minimal Leads Using efficient Machine Learning Techniques,"Shereena Shaji, Rahul Krishnan Pathinarupothi, Unnikrishna Menon",2024,"2024 IEEE International Conference for Women in Innovation, Technology & Entrepreneurship (ICWITE)",10.1109/ICWITE59797.2024.10503171,https://www.semanticscholar.org/paper/89eeb3b46598b581f3a475c5bffd45753b5033d6,Semantic Scholar
Exploring the Potential of Machine Learning and Deep Learning in ECG Image Analysis for Cardiovascular Disease Diagnosis,"S. S, Angel Jean Vincy K, Bharathi S, P. S. Gresa, Manivannan D, V. Sathya",2024,2024 5th International Conference on Electronics and Sustainable Communication Systems (ICESC),10.1109/ICESC60852.2024.10689932,https://www.semanticscholar.org/paper/59d4d4ce993a23bb148964b0eeb76748c2ecf791,Semantic Scholar
Explainable Artificial Intelligence (XAI) Approach to Heart Disease Prediction,"Aryan Sethi, Sahiti Dharmavaram, S. K. Somasundaram",2024,2024 3rd International Conference on Artificial Intelligence For Internet of Things (AIIoT),10.1109/AIIoT58432.2024.10574635,https://www.semanticscholar.org/paper/56498c451779711458bc36247cd582806dd09f0b,Semantic Scholar
Machine Learning for Personalized Risk Assessment and Early Detection of Heart Disease,"R. Anilkumar, P. V. Sankar",2023,International Journal for Research in Applied Science and Engineering Technology,10.22214/ijraset.2023.51828,https://www.semanticscholar.org/paper/84f7c1e25b8193d4e51998c231c2e1db16811e48,Semantic Scholar
Advancing Otolaryngology Through Artificial Intelligence for Ear Disease Detection,"Divya Rajan, R. Sumathy",2025,2025 3rd International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),10.1109/ICSCDS65426.2025.11167730,https://www.semanticscholar.org/paper/e003837831d7e9ab3d86c95b436ad927e2ab0f54,Semantic Scholar
The Heart of Transformation: Exploring Artificial Intelligence in Cardiovascular Disease,"Mohammed A. Chowdhury, Rodrigue Rizk, Conroy Chiu, Jing J. Zhang, Jamie L Scholl, Taylor J. Bosch, Arun Singh, Lee A. Baugh, Jeffrey S. McGough, K. Santosh, William C.W. Chen",2025,Biomedicines,10.3390/biomedicines13020427,https://www.semanticscholar.org/paper/5f96626de9d05f4fbf5a8c33bc0cfcd6b7fe2ec6,Semantic Scholar
Alzheimer's disease detection using deep learning and machine learning: a review,Saeed Mohsen,2025,Artif. Intell. Rev.,10.1007/s10462-025-11258-y,https://www.semanticscholar.org/paper/ac4d6ccacd4dcaa85f30f9b9a43e40a1900e08c0,Semantic Scholar
Survey of Heart Disease Prediction Models using Machine Learning and Deep Learning Techniques,"Nitin Sonaji Magar, Parminder Kaur",2025,"2025 International Conference on Engineering, Technology & Management (ICETM)",10.1109/ICETM63734.2025.11051868,https://www.semanticscholar.org/paper/ed0193c41c0ce36ee732fa9f78d21961de16b859,Semantic Scholar
INTEGRATING MACHINE LEARNING AND BIG DATA ANALYTICS FOR REAL-TIME DISEASE DETECTION IN SMART HEALTHCARE SYSTEMS,"Zihad Hasan Joy, Md Mahfuzur Rahman, Arfan Uzzaman, Md Abdul Ahad Maraj",2024,Global Mainstream Journal,10.62304/ijhm.v1i3.162,https://www.semanticscholar.org/paper/9ae2cbdbbbd8a28bfd410c3bbed8d66375d3b8d3,Semantic Scholar
Artificial Intelligence based ECG Analysis to Assess Cardiac Health,"Mamatha Balipa, M. Murugappan, Ashton Castalino",2024,2024 3rd International Conference on Sentiment Analysis and Deep Learning (ICSADL),10.1109/ICSADL61749.2024.00101,https://www.semanticscholar.org/paper/d0e9548c014fb22327f0247b08b57b1b73cdb268,Semantic Scholar
Differences in ischemic heart disease between males and females using predictive artificial intelligence models,"Muayyad Ahmad, Salam H. Bani Hani",2024,Electronic Journal of General Medicine,10.29333/ejgm/15174,https://www.semanticscholar.org/paper/2274a0580b40596d5099b26f2ff6b124a25e12aa,Semantic Scholar
"Position paper of the EACVI and EANM on artificial intelligence applications in multimodality cardiovascular imaging using SPECT/CT, PET/CT, and cardiac CT","R. Slart, M. Williams, L. Juárez-Orozco, C. Rischpler, M. Dweck, A. Glaudemans, A. Gimelli, P. Georgoulias, O. Gheysens, O. Gaemperli, G. Habib, R. Hustinx, B. Cosyns, H. Verberne, F. Hyafil, P. Erba, M. Lubberink, P. Slomka, I. Išgum, D. Visvikis, Márton Kolossváry, A. Saraste",2021,European Journal of Nuclear Medicine and Molecular Imaging,10.1007/s00259-021-05341-z,https://www.semanticscholar.org/paper/40466aff2bca6b86070f2f329796710a131e3be4,Semantic Scholar
Enhancing Heart Disease Diagnosis with Hybrid Machine Learning Models: A Case Study,"Ahmed Yousif Falih Saedi, R. T. Hussein, Dhari Ali Mahmood Ghrairi",2025,"Engineering, Technology &amp; Applied Science Research",10.48084/etasr.12260,https://www.semanticscholar.org/paper/ffdb8b7dccbe27db1645b23b41689a3d70b1baae,Semantic Scholar
Cloud computing-based framework for heart disease classification using quantum machine learning approach,"Huda Ghazi Enad, M. A. Mohammed",2024,Journal of Intelligent Systems,10.1515/jisys-2023-0261,https://www.semanticscholar.org/paper/9a32a01bb786eba14b7066a17c72e9986c26fda9,Semantic Scholar
Integration of Machine Learning in Imaging Analysis for Clinical Diagnosis of Cardiovascular Diseases,S. Sanyaolu,2025,Premier Journal of Cardiology,10.70389/pjc.100006,https://www.semanticscholar.org/paper/dcb500af95ab13c321ae224369517103661da368,Semantic Scholar
Heart Disease Prediction Using Machine Learning,"Haram Kamal, Bakhtawar, M. Z. Hussain, Muhammad Zulkifl Hasan, Muzzamil Mustafa, Muhammad Atif Yaqub, Hooria Umar, Hoor Fatima, Usama Nasir",2024,"2024 2nd DMIHER International Conference on Artificial Intelligence in Healthcare, Education and Industry (IDICAIEI)",10.1109/IDICAIEI61867.2024.10842908,https://www.semanticscholar.org/paper/012a5e2ff5c45e106030ecfdd8de192cf3643584,Semantic Scholar
ECG Signal Analysis for Detection and Diagnosis of Post-Traumatic Stress Disorder: Leveraging Deep Learning and Machine Learning Techniques,"Parisa Ebrahimpour Moghaddam Tasouj, Gökhan Soysal, Osman Eroğul, S. Yetkin",2025,Diagnostics,10.3390/diagnostics15111414,https://www.semanticscholar.org/paper/a2ff21fb5735e3507933a1b42e136e5591f20ace,Semantic Scholar
Machine intelligence based early prediction methods for Cardiovascular Diseases (CVDs),"Shivganga Udhan, Bankat Patil, Suvarna Patil, Sneha Kanawade, Priyadarshani Doke, Deepali Hajare",2024,Journal of Electrical Systems,10.52783/jes.1479,https://www.semanticscholar.org/paper/ec1a31127a6264f7ec12f46f81b2505f001f29f3,Semantic Scholar
Automated Classification of Heart Disease using Deep Learning,"Ayush Pandey, R. Joshi, M. Dutta",2023,2023 International Conference on Advancement in Computation & Computer Technologies (InCACCT),10.1109/InCACCT57535.2023.10141725,https://www.semanticscholar.org/paper/0686cf096343af43d3e8a3540d714ae99fc6fc5e,Semantic Scholar
Artificial Intelligence Powered Automated and Early Diagnosis of Acute Lymphoblastic Leukemia Cancer in Histopathological Images: A Robust SqueezeNet-Enhanced Machine Learning Framework,Vineet Mehan,2025,International Journal of Telemedicine and Applications,10.1155/ijta/2257215,https://www.semanticscholar.org/paper/8bcdd0feb7f17a74513245b75123fd624ef00dad,Semantic Scholar
Research Progress of Intelligent Auscultation Technology Based on Deep Learning in Congenital Heart Disease,"Wenlong Wang, Lina Wang, Jianguo Cui, Dong Wang",2025,Journal of Clinical and Nursing Research,10.26689/jcnr.v9i3.10076,https://www.semanticscholar.org/paper/0dcc724d8fde09a4079fcd6f579f1383a581e3ab,Semantic Scholar
Explainable artificial intelligence in deep learning–based detection of aortic elongation on chest X-ray images,"Estela Ribeiro, D. Cárdenas, F. M. Dias, J. Krieger, Marco A. Gutierrez",2024,European Heart Journal. Digital Health,10.1093/ehjdh/ztae045,https://www.semanticscholar.org/paper/1d85fc82e82b12fddad39de622d6dc1c338a7a43,Semantic Scholar
Detection of Prenatal Cardiac Disease using Computer Vision and Artificial Intelligence,"P. M. Santhoshi, Guna Sekha Sajja, Yeswanth Dintakurthy, Manohar G Bali",2024,Contemporary Mathematics,10.37256/cm.5420245765,https://www.semanticscholar.org/paper/e84c75439192f1790b096033c1e0c3565054cf3f,Semantic Scholar
"The Role of Artificial Intelligence in the Prediction, Diagnosis, and Management of Cardiovascular Diseases: A Narrative Review","Mohammed Farooque W Shaikh, Murtaza S Mama, Sri Harika Proddaturi, Juan Vidal, Pritika Gnanasekaran, Mekala S Kumar, Cleve J Clarke, K. S. Reddy, H. M. Bello, Naama Raquib, Zoya Morani",2025,Cureus,10.7759/cureus.81332,https://www.semanticscholar.org/paper/d4ad4129df11e2611e7ec225267b790af17327e0,Semantic Scholar
An Expected Cardiovascular Disease Detection using Deep Learning Techniques,"Jayanthi M, Subashini G, Aravind S, Gobi S",2025,2025 5th International Conference on Trends in Material Science and Inventive Materials (ICTMIM),10.1109/ICTMIM65579.2025.10988173,https://www.semanticscholar.org/paper/2f0eafb624fcf5c06288558d2cccf6ef039e3c4e,Semantic Scholar
A Review of Arrhythmia Classification with Artificial Intelligence Techniques: Deep vs Machine Learning,"S. Naik, Saswati Debnath, Vijin Justin",2021,2021 2nd International Conference for Emerging Technology (INCET),10.1109/INCET51464.2021.9456394,https://www.semanticscholar.org/paper/2446f553300c45733142dc49795e866cec4e219f,Semantic Scholar
Heart Disease Prediction using Artificial Intelligence and Machine Learning,N. Chinmayi,2023,International Journal of Preclinical and Clinical Research,10.51131/ijpccr/v4i2.23.11,https://www.semanticscholar.org/paper/14d460a8b4fb3124f3b962acdb51161f9acee407,Semantic Scholar
Artificial Intelligence With Deep Learning Based Automated Ear Infection Detection,"I. Mehedi, M. Hanif, Muhammad Bilal, Mahendiran T. Vellingiri, Thangam Palaniswamy",2024,IEEE Access,10.1109/ACCESS.2024.3383835,https://www.semanticscholar.org/paper/4678afe67f524f5a390449d9a3bcfaa40ddf29e3,Semantic Scholar
Pandemic disease detection through wireless communication using infrared image based on deep learning.,"M. Alhameed, Fathe Jeribi, B. E. Elnaim, Mohammad Alamgir Hossain, Mohammed E Abdelhag",2023,Mathematical biosciences and engineering : MBE,10.3934/mbe.2023050,https://www.semanticscholar.org/paper/18ae275696494d7ae874d13142d0edb216dc8312,Semantic Scholar
Refining Heart Disease Diagnosis with Machine Learning: Techniques for Optimal Medical Outcomes,"Mridula Gupta, S. Sowmiya, Yuvraj Parmar, Soumya V. Menon, C. Banchhor, M. Vigenesh",2024,2024 International Conference on Recent Advances in Science and Engineering Technology (ICRASET),10.1109/ICRASET63057.2024.10895833,https://www.semanticscholar.org/paper/a78ed749c10047893953762c291b4789210cc057,Semantic Scholar
Exploring Artificial Intelligence Techniques for Enhanced Accuracy in Medical Imaging and Early Disease Diagnosis,"Sandeep Kumar, Pratik Agrawal, Nitin Rakesh, Monali Gulhane, Saurabh Bhattacharya",2025,2025 10th International Conference on Signal Processing and Communication (ICSC),10.1109/ICSC64553.2025.10968284,https://www.semanticscholar.org/paper/913711854987f8209de820cfb6bda123a7fc53b1,Semantic Scholar
Multi-Class Heart Disease Detection using ECG Images via Deep CNN Feature Extraction and Ensemble Stacking,"Nomula Nagarjuna Reddy, Lingadally Nipun, MD Uzair Baba, Nyalakanti Rishindra, Thoutireddy Shilpa",2025,Journal of Innovative Image Processing,10.36548/jiip.2025.3.016,https://www.semanticscholar.org/paper/4d9b9158db85a8f861462e0b1d0e80d625ec92c6,Semantic Scholar
Role of Artificial Intelligence in Plant Disease Detection: A Review,Shawal Shakeel,2025,Emerging Research Nexus,10.70788/ern.2.1.2025.11,https://www.semanticscholar.org/paper/2309ee44896e2afaad11df7c387eb89b5cbc3137,Semantic Scholar
A Review on Predictive Analytics for Early Disease Detection in Neonatal Healthcare using Artificial Intelligence,"Jaswinder Singh, Gaurav Dhiman",2025,Journal of Neonatal Surgery,10.52783/jns.v14.2158,https://www.semanticscholar.org/paper/e22eddafc6ddb368ff5c4c381be81760dd86ea40,Semantic Scholar
